commission,entryDt,entryPrice,exitDt,exitPrice,pnl,slippage,turnover,volume
0.1,2018-01-04 14:00:00.000,932.03,2018-01-04 22:50:00.000,1008.0,8.051025181592872,0,200,1
0.1,2018-01-04 23:00:00.000,1002.31,2018-01-05 04:22:00.000,936.0,-6.715717692131172,0,200,1
0.1,2018-01-05 10:00:00.000,978.1,2018-01-06 00:16:00.000,970.32,-0.8954196912381118,0,200,1
0.1,2018-01-06 02:00:00.000,944.81,2018-01-06 15:00:00.000,990.7,-4.957061208073592,0,200,-1
0.1,2018-01-06 15:00:00.000,990.7,2018-01-07 13:31:00.000,1072.05,8.111365701019471,0,200,1
0.1,2018-01-07 14:00:00.000,1091.17,2018-01-08 08:56:00.000,1182.0,8.224092487879975,0,200,1
0.1,2018-01-08 09:00:00.000,1188.98,2018-01-08 17:12:00.000,1152.93,-3.132010630960988,0,200,1
0.1,2018-01-08 23:00:00.000,970.12,2018-01-08 23:11:00.000,974.84,-0.5865377479074783,0,200,-1
0.1,2018-01-09 11:00:00.000,1187.82,2018-01-09 18:42:00.000,1170.0,-1.6002273071677475,0,200,1
0.1,2018-01-10 00:00:00.000,1200.02,2018-01-10 06:40:00.000,1297.0,7.981531974467094,0,200,1
0.1,2018-01-10 07:00:00.000,1264.88,2018-01-10 11:42:00.000,1371.19,8.304749857694006,0,200,1
0.1,2018-01-10 12:00:00.000,1350.0,2018-01-10 13:46:00.000,1338.1,-0.9814814814814883,0,200,1
0.1,2018-01-10 14:00:00.000,1354.63,2018-01-10 16:03:00.000,1300.0,-4.132835534426382,0,200,1
0.1,2018-01-10 20:00:00.000,1337.01,2018-01-11 01:00:00.000,1324.84,-1.0102400131637066,0,200,1
0.1,2018-01-11 01:00:00.000,1324.84,2018-01-11 06:39:00.000,1218.07,7.959086380242143,0,200,-1
0.1,2018-01-11 08:00:00.000,1249.03,2018-01-11 11:53:00.000,1134.04,9.10634412303948,0,200,-1
0.1,2018-01-11 12:00:00.000,1160.17,2018-01-11 12:23:00.000,1130.1,2.4918615375333064,0,200,-1
0.1,2018-01-11 13:00:00.000,1180.0,2018-01-11 13:18:00.000,1242.01,-5.35508474576271,0,200,-1
0.1,2018-01-11 14:00:00.000,1141.9,2018-01-11 15:26:00.000,1222.01,-7.115500481653375,0,200,-1
0.1,2018-01-11 19:00:00.000,1186.0,2018-01-11 23:03:00.000,1229.0,-3.725632377740304,0,200,-1
0.1,2018-01-12 06:00:00.000,1170.25,2018-01-12 07:15:00.000,1075.0,8.039286477248451,0,200,-1
0.1,2018-01-12 08:00:00.000,1138.93,2018-01-12 09:39:00.000,1146.99,-0.8076817714872683,0,200,-1
0.1,2018-01-12 17:00:00.000,1204.59,2018-01-12 19:00:00.000,1214.97,-0.9617039822678347,0,200,-1
0.1,2018-01-12 19:00:00.000,1214.97,2018-01-13 15:25:00.000,1312.6,7.935589356115779,0,200,1
0.1,2018-01-13 16:00:00.000,1330.56,2018-01-14 12:43:00.000,1321.66,-0.7688912938912836,0,200,1
0.1,2018-01-14 16:00:00.000,1336.87,2018-01-14 21:53:00.000,1314.4,1.5807917000156935,0,200,-1
0.1,2018-01-15 00:00:00.000,1252.47,2018-01-15 04:56:00.000,1317.77,-5.313697733279036,0,200,-1
0.1,2018-01-15 14:00:00.000,1331.82,2018-01-16 02:00:00.000,1298.99,-2.5650478292862346,0,200,1
0.1,2018-01-16 02:00:00.000,1298.99,2018-01-16 09:34:00.000,1190.6,8.24417508987753,0,200,-1
0.1,2018-01-16 16:00:00.000,1140.19,2018-01-16 16:29:00.000,1038.01,8.861664284022844,0,200,-1
0.1,2018-01-16 17:00:00.000,1091.79,2018-01-16 17:46:00.000,1004.0,7.940923620842833,0,200,-1
