commission,entryDt,entryPrice,exitDt,exitPrice,pnl,slippage,turnover,volume
0.1,2018-01-06 17:00:00,997.0,2018-01-08 08:45:00,1156.7,15.918054162487467,0,200,1
0.1,2018-01-24 16:00:00,1000.01,2018-01-26 15:23:00,1055.01,5.399945000549995,0,200,1
0.1,2018-01-27 09:30:00,1040.3,2018-01-27 13:30:00,1059.99,-1.9927232529078205,0,200,-1
0.1,2018-01-27 13:30:00,1059.99,2018-01-28 18:34:00,1238.44,16.735064481740395,0,200,1
0.1,2018-02-14 07:00:00,842.54,2018-02-14 12:30:00,862.91,-2.517689367863841,0,200,-1
0.1,2018-02-14 12:30:00,862.91,2018-02-16 14:46:00,917.05,6.174118969533323,0,200,1
0.1,2018-02-16 18:00:00,919.82,2018-02-16 23:00:00,930.22,-1.2306559979126326,0,200,-1
0.1,2018-02-16 23:00:00,930.22,2018-02-17 02:14:00,924.15,-0.7525338092064296,0,200,1
0.1,2018-02-17 03:00:00,931.76,2018-02-18 12:35:00,949.03,1.7534815832403172,0,200,1
0.1,2018-02-20 15:00:00,955.31,2018-02-20 17:01:00,938.0,-1.9119772639247936,0,200,1
0.1,2018-02-20 18:30:00,935.17,2018-02-21 09:10:00,891.58,4.561184597452861,0,200,-1
0.1,2018-02-23 18:00:00,855.6,2018-02-24 04:04:00,831.97,-2.861804581580177,0,200,1
0.1,2018-02-26 07:00:00,846.95,2018-02-26 14:59:00,834.72,-1.5440049589704254,0,200,1
0.1,2018-02-28 15:30:00,876.07,2018-03-01 22:00:00,870.4,0.5472085563939038,0,200,-1
0.1,2018-03-01 22:00:00,870.4,2018-03-01 22:33:00,869.95,-0.151700367647051,0,200,1
0.1,2018-03-02 02:00:00,875.0,2018-03-02 06:05:00,868.46,-0.8474285714285673,0,200,1
0.1,2018-03-02 06:30:00,867.99,2018-03-02 07:00:00,872.61,-0.6322641965921271,0,200,-1
0.1,2018-03-02 07:00:00,872.61,2018-03-02 08:40:00,868.48,-0.5732927653820143,0,200,1
0.1,2018-03-02 09:30:00,873.66,2018-03-02 12:00:00,873.12,-0.16180894169356086,0,200,1
0.1,2018-03-02 12:00:00,873.12,2018-03-03 14:30:00,864.91,0.8403060289536417,0,200,-1
0.1,2018-03-03 14:30:00,864.91,2018-03-03 14:31:00,865.09,-0.07918858609565578,0,200,1
0.1,2018-03-03 16:30:00,858.16,2018-03-05 02:30:00,865.1,-0.9087070010254561,0,200,-1
0.1,2018-03-05 02:30:00,865.1,2018-03-05 23:28:00,859.27,-0.7739105305745048,0,200,1
0.1,2018-03-06 01:00:00,858.1,2018-03-08 01:22:00,720.21,15.96922270131686,0,200,-1
0.1,2018-03-14 17:30:00,686.0,2018-03-15 06:20:00,610.0,10.978717201166182,0,200,-1
0.1,2018-03-16 21:30:00,616.73,2018-03-17 07:40:00,603.28,-2.280857101162591,0,200,1
0.1,2018-03-17 10:30:00,596.98,2018-03-18 18:43:00,501.0,15.97759053904654,0,200,-1
0.1,2018-03-21 04:00:00,561.0,2018-03-22 01:19:00,554.98,-1.1730837789661286,0,200,1
0.1,2018-03-22 18:30:00,536.09,2018-03-23 00:09:00,537.75,-0.4096494991512559,0,200,-1
0.1,2018-03-26 14:30:00,520.9,2018-03-26 20:44:00,495.0,4.872163563063924,0,200,-1
0.1,2018-04-03 07:00:00,383.1,2018-04-03 11:00:00,389.05,-1.6531192900026073,0,200,-1
0.1,2018-04-03 11:00:00,389.05,2018-04-04 17:20:00,397.1,1.969142783703897,0,200,1
0.1,2018-04-06 11:30:00,377.48,2018-04-07 09:03:00,377.0,0.027159054784364256,0,200,-1
0.1,2018-04-07 11:30:00,379.83,2018-04-09 19:03:00,397.52,4.557346707737672,0,200,1
0.1,2018-04-15 08:30:00,509.52,2018-04-16 10:22:00,511.7,0.3278536661956365,0,200,1
0.1,2018-04-18 04:30:00,503.99,2018-04-19 04:19:00,521.23,-3.52070279172206,0,200,-1
0.1,2018-04-19 04:30:00,523.3,2018-04-21 06:20:00,607.03,15.900382189948408,0,200,1
0.1,2018-04-22 14:30:00,609.31,2018-04-24 21:30:00,707.84,16.070750521081237,0,200,1
0.1,2018-04-30 06:30:00,685.48,2018-04-30 11:48:00,683.88,-0.33341308280329446,0,200,1
0.1,2018-04-30 12:00:00,677.17,2018-04-30 13:30:00,686.0,-1.4039561705332548,0,200,-1
0.1,2018-04-30 13:30:00,686.0,2018-04-30 13:35:00,685.0,-0.2457725947521866,0,200,1
0.1,2018-04-30 16:00:00,677.61,2018-04-30 17:30:00,691.34,-2.1262392821829694,0,200,-1
0.1,2018-04-30 17:30:00,691.34,2018-04-30 18:05:00,685.19,-0.9895767639656287,0,200,1
0.1,2018-04-30 18:30:00,683.83,2018-05-01 02:30:00,686.16,-0.4407279587031758,0,200,-1
0.1,2018-05-01 02:30:00,686.16,2018-05-01 02:31:00,685.56,-0.18744316194473926,0,200,1
0.1,2018-05-01 03:00:00,684.32,2018-05-01 10:55:00,653.0,4.4768061725508606,0,200,-1
0.1,2018-05-09 10:30:00,735.62,2018-05-09 18:56:00,739.4,-0.6138522606780638,0,200,-1
0.1,2018-05-13 12:00:00,679.45,2018-05-13 12:42:00,674.78,-0.7873206269777132,0,200,1
0.1,2018-05-16 00:00:00,718.03,2018-05-16 18:16:00,701.13,2.2536621032547353,0,200,-1
