0
None CDLLLTADStrategy:策略初始化
None CDLLLTADStrategy:策略启动
"2018-02-02 08:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 08:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:9140.16803406, slowMa[-1]:9234.0048428,fastAD[-1]:-11278.9401027,slowAD[-1]:-5364.9296583"
"2018-02-02 08:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 09:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 09:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 09:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 09:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:9063.93346253, slowMa[-1]:9007.77990438,fastAD[-1]:-12204.2214107,slowAD[-1]:-8338.78563988"
"2018-02-02 09:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 10:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 10:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 10:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 10:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:9026.99946061, slowMa[-1]:9250.68166613,fastAD[-1]:-12975.5634802,slowAD[-1]:-8840.37498775"
"2018-02-02 10:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 11:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 11:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 11:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 11:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8937.86368518, slowMa[-1]:7738.0789472,fastAD[-1]:-13210.5877684,slowAD[-1]:-20907.4285111"
"2018-02-02 11:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:1"
"2018-02-02 12:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:1"
"2018-02-02 12:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:1"
"2018-02-02 12:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:1"
"2018-02-02 12:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8960.38759801, slowMa[-1]:9490.36338106,fastAD[-1]:-13420.1923223,slowAD[-1]:-5123.47810045"
"2018-02-02 12:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:-100,self.maTrend:-1"
"2018-02-02 13:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 13:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 13:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 13:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8902.07413038, slowMa[-1]:9141.70520721,fastAD[-1]:-12138.5514038,slowAD[-1]:-2141.43750665"
"2018-02-02 13:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 14:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 14:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 14:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 14:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8865.1875789, slowMa[-1]:9435.30073773,fastAD[-1]:-12530.003147,slowAD[-1]:-5010.41732517"
"2018-02-02 14:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 15:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 15:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 15:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 15:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8785.47427805, slowMa[-1]:8602.60476499,fastAD[-1]:-13052.8529986,slowAD[-1]:-11073.9326158"
"2018-02-02 15:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 16:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 16:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 16:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 16:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8721.31999632, slowMa[-1]:8382.27554196,fastAD[-1]:-13631.5172944,slowAD[-1]:-10318.0864281"
"2018-02-02 16:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 17:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 17:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 17:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 17:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8670.2577801, slowMa[-1]:8519.9266072,fastAD[-1]:-13420.46063,slowAD[-1]:-11587.6208026"
"2018-02-02 17:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 18:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 18:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 18:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 18:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8637.85226684, slowMa[-1]:9278.05888869,fastAD[-1]:-13266.063335,slowAD[-1]:-5148.76320185"
"2018-02-02 18:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 19:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 19:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 19:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 19:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8550.16714467, slowMa[-1]:8817.90179238,fastAD[-1]:-13267.2289329,slowAD[-1]:-7127.97671219"
"2018-02-02 19:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 20:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 20:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 20:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 20:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8494.19763188, slowMa[-1]:8773.4832365,fastAD[-1]:-13774.1057714,slowAD[-1]:-10655.2564821"
"2018-02-02 20:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 21:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 21:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 21:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 21:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8460.59682309, slowMa[-1]:8183.67762822,fastAD[-1]:-12680.5384689,slowAD[-1]:-10832.1041591"
"2018-02-02 21:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 22:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 22:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 22:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 22:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8486.08123314, slowMa[-1]:8634.05584806,fastAD[-1]:-10823.0477811,slowAD[-1]:-10324.4467782"
"2018-02-02 22:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 23:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 23:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 23:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-02 23:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8523.69264084, slowMa[-1]:9095.26103333,fastAD[-1]:-9327.14314369,slowAD[-1]:-7198.20966169"
"2018-02-02 23:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-03 00:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-03 00:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-03 00:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-03 00:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8558.84715776, slowMa[-1]:8801.84407067,fastAD[-1]:-7550.61837905,slowAD[-1]:-9443.32451835"
"2018-02-03 00:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-03 01:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-03 01:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-03 01:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-03 01:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8575.13789454, slowMa[-1]:8694.13720277,fastAD[-1]:-6589.09802468,slowAD[-1]:-7351.00114082"
"2018-02-03 01:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-03 02:14:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-03 02:29:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-03 02:44:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
"2018-02-03 02:59:00 CDLLLTADStrategy:on60minBar, fastMa[-1]:8562.23405009, slowMa[-1]:8717.35281157,fastAD[-1]:-6201.54364138,slowAD[-1]:-7878.32225121"
"2018-02-03 02:59:00 CDLLLTADStrategy:invertedhammer[-1]:0, hangingman[-1]:0,self.maTrend:-1"
