commission,entryDt,entryPrice,exitDt,exitPrice,pnl,slippage,turnover,volume
1.0,2018-01-05 06:00:00.000,953.99,2018-01-05 12:14:00.000,1012.0,59.80776528055849,0,2000,10
1.0,2018-01-05 13:00:00.000,1009.51,2018-01-05 17:17:00.000,986.01,-24.27862032074967,0,2000,10
1.0,2018-01-05 20:00:00.000,995.9,2018-01-06 01:41:00.000,935.63,59.51812430966963,0,2000,-10
1.0,2018-01-06 02:00:00.000,944.81,2018-01-06 06:00:00.000,950.99,5.540997660905436,0,2000,10
1.0,2018-01-06 06:00:00.000,950.99,2018-01-06 08:17:00.000,971.0,-22.041230717462845,0,2000,-10
1.0,2018-01-06 10:00:00.000,963.02,2018-01-06 11:03:00.000,984.37,-23.169840709434926,0,2000,-10
1.0,2018-01-06 14:00:00.000,979.2,2018-01-06 15:21:00.000,998.88,-21.098039215686224,0,2000,-10
1.0,2018-01-06 16:00:00.000,993.73,2018-01-06 19:00:00.000,998.03,-5.32713111207265,0,2000,-10
1.0,2018-01-06 19:00:00.000,998.03,2018-01-07 12:01:00.000,1059.11,60.20056511327307,0,2000,10
1.0,2018-01-07 13:00:00.000,1052.0,2018-01-08 07:56:00.000,1118.0,61.73764258555132,0,2000,10
1.0,2018-01-08 10:00:00.000,1162.0,2018-01-08 12:59:00.000,1232.0,59.24096385542168,0,2000,10
1.0,2018-01-08 13:00:00.000,1236.02,2018-01-08 13:10:00.000,1207.23,-24.292503357550817,0,2000,10
1.0,2018-01-08 14:00:00.000,1194.75,2018-01-08 16:14:00.000,1171.0,-20.878635697844736,0,2000,10
1.0,2018-01-08 18:00:00.000,1096.99,2018-01-08 21:49:00.000,1067.2,-28.156127220849747,0,2000,10
1.0,2018-01-08 23:00:00.000,970.12,2018-01-08 23:04:00.000,950.0,-21.739702304869507,0,2000,10
1.0,2018-01-09 00:00:00.000,1059.92,2018-01-09 03:02:00.000,1124.0,59.457393010793204,0,2000,10
1.0,2018-01-09 04:00:00.000,1155.21,2018-01-09 08:59:00.000,1179.0,-21.59365829589422,0,2000,-10
1.0,2018-01-09 09:00:00.000,1181.63,2018-01-09 11:27:00.000,1205.01,-20.786227499301713,0,2000,-10
1.0,2018-01-09 12:00:00.000,1202.45,2018-01-09 15:00:00.000,1193.06,6.809056509626264,0,2000,-10
1.0,2018-01-09 15:00:00.000,1193.06,2018-01-09 18:43:00.000,1165.01,-24.510971786833817,0,2000,10
1.0,2018-01-09 20:00:00.000,1218.97,2018-01-09 20:39:00.000,1192.51,-22.706850865895007,0,2000,10
1.0,2018-01-09 23:00:00.000,1202.0,2018-01-10 06:18:00.000,1272.01,57.24459234608984,0,2000,10
1.0,2018-01-10 08:00:00.000,1291.0,2018-01-10 08:19:00.000,1265.02,-21.12393493415958,0,2000,10
1.0,2018-01-10 09:00:00.000,1262.63,2018-01-10 11:28:00.000,1339.5,59.88085979265492,0,2000,10
1.0,2018-01-10 13:00:00.000,1431.01,2018-01-10 13:04:00.000,1395.97,-25.486202053095344,0,2000,10
1.0,2018-01-10 14:00:00.000,1354.63,2018-01-10 14:05:00.000,1325.01,-22.86574931900232,0,2000,10
1.0,2018-01-10 15:00:00.000,1365.06,2018-01-10 15:23:00.000,1337.21,-21.40203361024417,0,2000,10
1.0,2018-01-10 17:00:00.000,1308.53,2018-01-10 17:40:00.000,1282.47,-20.91547767341975,0,2000,10
1.0,2018-01-10 18:00:00.000,1271.98,2018-01-10 21:39:00.000,1354.0,63.48214594569096,0,2000,10
1.0,2018-01-11 06:00:00.000,1262.11,2018-01-11 08:23:00.000,1294.98,-27.04368874345352,0,2000,-10
