commission,entryDt,entryPrice,exitDt,exitPrice,pnl,slippage,turnover,volume
0.1,2018-05-28 14:00:00,11.8175,2018-05-29 06:23:00,11.4427,-3.2715675904379133,0,200,1
0.1,2018-05-29 11:00:00,11.5615,2018-05-29 18:53:00,11.4599,0.7787787051853241,0,200,-1
0.1,2018-05-30 02:00:00,12.1661,2018-05-30 22:54:00,11.9067,-2.2321541003279557,0,200,1
0.1,2018-05-31 00:00:00,11.8026,2018-05-31 15:00:00,12.3377,-4.633746801552199,0,200,-1
0.1,2018-05-31 15:00:00,12.3377,2018-06-01 14:00:00,12.0824,-2.1692673674996157,0,200,1
0.1,2018-06-01 14:00:00,12.0824,2018-06-02 09:00:00,12.1669,-0.7993643646957579,0,200,-1
0.1,2018-06-02 09:00:00,12.1669,2018-06-02 16:22:00,13.1853,8.270250433553327,0,200,1
0.1,2018-06-02 17:00:00,13.4002,2018-06-02 18:41:00,14.5128,8.202861151326104,0,200,1
0.1,2018-06-02 19:00:00,14.4223,2018-06-03 04:44:00,15.6202,8.205887410468515,0,200,1
0.1,2018-06-03 08:00:00,14.6976,2018-06-04 03:16:00,14.3527,-2.446641628565202,0,200,1
0.1,2018-06-04 04:00:00,14.6392,2018-06-04 10:00:00,14.5756,-0.5344499699437195,0,200,1
0.1,2018-06-04 10:00:00,14.5756,2018-06-04 19:57:00,13.4005,7.962103789895444,0,200,-1
0.1,2018-06-04 20:00:00,13.5013,2018-06-05 16:14:00,13.6,-0.831040714597847,0,200,-1
0.1,2018-06-05 19:00:00,13.5018,2018-06-06 00:00:00,14.0548,-4.195750196270133,0,200,-1
0.1,2018-06-06 00:00:00,14.0548,2018-06-06 16:00:00,13.971,-0.6962375843128333,0,200,1
0.1,2018-06-06 16:00:00,13.971,2018-06-07 16:00:00,13.9393,0.1268985756209343,0,200,-1
0.1,2018-06-07 16:00:00,13.9393,2018-06-07 23:00:00,13.7122,-1.7292066316099093,0,200,1
0.1,2018-06-07 23:00:00,13.7122,2018-06-08 03:00:00,14.3774,-4.951154446405394,0,200,-1
0.1,2018-06-08 03:00:00,14.3774,2018-06-08 12:01:00,13.8354,-3.8698053890133117,0,200,1
0.1,2018-06-08 15:00:00,14.0804,2018-06-08 17:00:00,13.9276,-1.1851964432828554,0,200,1
0.1,2018-06-08 17:00:00,13.9276,2018-06-09 05:00:00,14.1537,-1.7233952726959465,0,200,-1
0.1,2018-06-09 05:00:00,14.1537,2018-06-10 01:00:00,14.2689,0.7139214481019079,0,200,1
0.1,2018-06-10 01:00:00,14.2689,2018-06-10 11:47:00,13.0964,8.117171610986139,0,200,-1
0.1,2018-06-10 12:00:00,13.0961,2018-06-11 01:53:00,12.0498,7.889401424851678,0,200,-1
0.1,2018-06-11 02:00:00,12.315,2018-06-11 05:28:00,11.2804,8.301136825010145,0,200,-1
0.1,2018-06-11 06:00:00,11.5191,2018-06-11 07:57:00,11.7999,-2.5376904445659756,0,200,-1
0.1,2018-06-11 09:00:00,11.3458,2018-06-12 06:05:00,11.3922,-0.5089619066086148,0,200,-1
0.1,2018-06-12 10:00:00,11.569,2018-06-12 15:00:00,11.5056,0.4480162503241547,0,200,-1
0.1,2018-06-12 15:00:00,11.5056,2018-06-12 21:00:00,10.8142,-6.109247670699483,0,200,1
0.1,2018-06-12 21:00:00,10.8142,2018-06-13 03:20:00,9.8903,8.443396645151742,0,200,-1
0.1,2018-06-13 05:00:00,10.1293,2018-06-13 11:32:00,10.3741,-2.5167514043418566,0,200,-1
0.1,2018-06-13 15:00:00,10.251,2018-06-14 00:24:00,9.38,8.396732026143779,0,200,-1
0.1,2018-06-14 01:00:00,9.555,2018-06-14 05:04:00,10.106,-5.866614338042911,0,200,-1
0.1,2018-06-14 08:00:00,10.0312,2018-06-14 21:58:00,10.015,-0.26149613206794353,0,200,1
0.1,2018-06-15 01:00:00,10.4668,2018-06-15 02:05:00,11.3314,8.160404326059552,0,200,1
0.1,2018-06-15 03:00:00,11.38,2018-06-15 10:29:00,10.982,-3.5973637961335805,0,200,1
0.1,2018-06-15 11:00:00,11.1912,2018-06-15 20:00:00,11.0599,-1.2732432625634384,0,200,1
0.1,2018-06-15 20:00:00,11.0599,2018-06-17 11:00:00,10.6857,3.283394063237462,0,200,-1
0.1,2018-06-17 11:00:00,10.6857,2018-06-17 19:00:00,10.5716,-1.167782176179385,0,200,1
0.1,2018-06-17 19:00:00,10.5716,2018-06-19 01:13:00,10.8174,-2.4250974308524644,0,200,-1
0.1,2018-06-19 02:00:00,10.6808,2018-06-19 23:00:00,10.6223,-0.6477117818890012,0,200,1
0.1,2018-06-19 23:00:00,10.6223,2018-06-20 04:00:00,10.6069,0.04497801794337983,0,200,-1
0.1,2018-06-20 04:00:00,10.6069,2018-06-20 09:00:00,10.4609,-1.4764624913971003,0,200,1
0.1,2018-06-20 09:00:00,10.4609,2018-06-21 01:00:00,10.4469,0.03383169708152378,0,200,-1
0.1,2018-06-21 01:00:00,10.4469,2018-06-22 01:00:00,10.3811,-0.7298519177937897,0,200,1
0.1,2018-06-22 01:00:00,10.3811,2018-06-22 15:09:00,9.51,8.291210950669969,0,200,-1
0.1,2018-06-22 16:00:00,9.4541,2018-06-22 21:28:00,8.64,8.511078791212276,0,200,-1
0.1,2018-06-22 22:00:00,8.6052,2018-06-24 05:00:00,8.3164,3.2561102589132167,0,200,-1
